gene_id,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
PSMB7.7,5.42E-06,-0.32922261,0.404,0.559,0.099930018,9,PSMB7
NOC3L.2,5.57E-06,-0.265472125,0.124,0.276,0.102527352,9,NOC3L
ANP32E.4,5.77E-06,-0.273361705,0.18,0.347,0.106353943,9,ANP32E
SKIL,5.88E-06,0.279843207,0.303,0.175,0.108342108,9,SKIL
TAF1D.5,5.90E-06,-0.316489985,0.348,0.503,0.108717542,9,TAF1D
NASP.2,5.94E-06,-0.281204797,0.191,0.351,0.109480542,9,NASP
VPS36,6.05E-06,-0.285445951,0.208,0.364,0.111372666,9,VPS36
CMTM3.8,6.19E-06,-0.338795499,0.096,0.237,0.113950857,9,CMTM3
MRC1.8,6.33E-06,-0.389638575,0.022,0.141,0.116669616,9,MRC1
CENPF.7,6.39E-06,-0.723663205,0.09,0.223,0.117742906,9,CENPF
RTF1.5,6.50E-06,0.302861697,0.764,0.637,0.119686857,9,RTF1
CPNE1.8,6.56E-06,-0.330356715,0.376,0.535,0.120758163,9,CPNE1
FAM136A.4,6.61E-06,0.305890791,0.449,0.305,0.121732165,9,FAM136A
GSN.1,6.62E-06,-0.284083104,0.23,0.395,0.12201492,9,GSN
PGK1.4,6.83E-06,-0.455304876,0.68,0.753,0.125866897,9,PGK1
RAD23A.4,6.86E-06,-0.297549149,0.315,0.463,0.126336322,9,RAD23A
STMP1.5,7.09E-06,-0.323625574,0.388,0.534,0.130537139,9,STMP1
RHOBTB3.2,7.12E-06,-0.269066205,0.09,0.233,0.131164248,9,RHOBTB3
SLC9A3R1.8,7.23E-06,-0.555133801,0.551,0.603,0.133175734,9,SLC9A3R1
POLR1D.5,7.42E-06,-0.28879521,0.23,0.388,0.136754675,9,POLR1D
MT1X.1,7.50E-06,-0.283622526,0.022,0.142,0.138188047,9,MT1X
TTC3.3,7.53E-06,-0.312316375,0.253,0.416,0.138735279,9,TTC3
TPR.5,7.79E-06,-0.343025148,0.612,0.724,0.143472723,9,TPR
AC068760.1.3,7.87E-06,-0.257856664,0,0.102,0.145024244,9,AC068760.1
KTN1.4,7.90E-06,-0.312075818,0.775,0.842,0.145577466,9,KTN1
SNRPC.5,7.97E-06,-0.329017667,0.517,0.637,0.146895145,9,SNRPC
RCOR1.1,8.00E-06,0.262989002,0.315,0.192,0.147369485,9,RCOR1
DSG2.7,8.11E-06,0.5314967,0.472,0.352,0.149461146,9,DSG2
SLC35E3.5,8.34E-06,-0.384805138,0.034,0.154,0.153581709,9,SLC35E3
UGCG.2,8.36E-06,0.252464759,0.337,0.202,0.154064887,9,UGCG
CBX1.5,8.44E-06,-0.313896644,0.365,0.515,0.155491085,9,CBX1
SPI1.7,8.52E-06,-0.282898464,0.039,0.163,0.156858851,9,SPI1
PGD.8,8.69E-06,-0.351544713,0.427,0.572,0.160085932,9,PGD
IQGAP2.7,8.76E-06,-0.266954055,0.028,0.147,0.161327793,9,IQGAP2
NDUFS6.5,8.90E-06,-0.296509067,0.41,0.572,0.164004656,9,NDUFS6
BZW2.2,8.92E-06,-0.251608404,0.096,0.238,0.164288528,9,BZW2
AKAP9.2,8.93E-06,0.338148898,0.708,0.594,0.164437366,9,AKAP9
NRBF2.2,9.17E-06,0.301892953,0.494,0.355,0.168846857,9,NRBF2
LCP1.9,9.42E-06,-0.28288192,0.056,0.188,0.173495021,9,LCP1
SET.6,9.51E-06,-0.391650518,0.725,0.811,0.175234509,9,SET
RPAIN.7,9.92E-06,-0.406498323,0.331,0.455,0.182661283,9,RPAIN
MKI67.6,9.98E-06,-0.334617213,0.022,0.136,0.183823472,9,MKI67
UBE2C.7,1.03E-05,-0.408275173,0.034,0.151,0.190315326,9,UBE2C
EPRS.4,1.05E-05,-0.331062196,0.371,0.534,0.193299888,9,EPRS
XRCC5.1,1.10E-05,-0.335876096,0.5,0.61,0.202417196,9,XRCC5
C11orf58.3,1.11E-05,0.313101992,0.854,0.789,0.204561264,9,C11orf58
ARL6IP5.9,1.11E-05,-0.345452376,0.202,0.354,0.204794792,9,ARL6IP5
MYLK.4,1.16E-05,-0.354521369,0.028,0.145,0.213783499,9,MYLK
PLEK.8,1.17E-05,-0.545573391,0.079,0.209,0.214936202,9,PLEK
GMNN.6,1.19E-05,-0.276778885,0.107,0.252,0.2186156,9,GMNN
LYZ.8,1.20E-05,-0.950961897,0.084,0.209,0.221327682,9,LYZ
ISG15.8,1.28E-05,0.480615572,0.506,0.367,0.235635882,9,ISG15
IGSF6.8,1.32E-05,-0.634948753,0.056,0.18,0.243382293,9,IGSF6
NUCB2.5,1.33E-05,-0.381854112,0.584,0.726,0.245396618,9,NUCB2
BTG2.2,1.36E-05,-0.291617656,0.14,0.286,0.250828458,9,BTG2
CMAS.2,1.36E-05,0.286826621,0.343,0.219,0.251104384,9,CMAS
HLA-DQA1.8,1.38E-05,-0.44069078,0.039,0.158,0.254948755,9,HLA-DQA1
VCAN.7,1.39E-05,-0.50466997,0.028,0.143,0.25619511,9,VCAN
EML4.1,1.42E-05,-0.276945331,0.365,0.532,0.261548884,9,EML4
PAF1,1.43E-05,0.310118099,0.382,0.258,0.263865366,9,PAF1
MRPL14.5,1.46E-05,-0.346997312,0.287,0.434,0.268282099,9,MRPL14
SERPINH1.4,1.47E-05,-0.289816306,0.073,0.203,0.270086773,9,SERPINH1
NUB1.2,1.47E-05,-0.291050108,0.242,0.398,0.271125594,9,NUB1
ACP5.8,1.66E-05,-0.393034507,0.067,0.194,0.306621473,9,ACP5
MRPL51.5,1.73E-05,-0.299505403,0.382,0.527,0.318726461,9,MRPL51
BOD1L1.1,1.75E-05,0.34753835,0.427,0.301,0.32254311,9,BOD1L1
DHX36.6,1.79E-05,0.340898002,0.691,0.56,0.329954841,9,DHX36
RGS2.7,1.80E-05,-0.620840636,0.213,0.353,0.332485614,9,RGS2
UQCRFS1.4,1.82E-05,-0.276573776,0.287,0.44,0.334544666,9,UQCRFS1
C21orf91.6,1.82E-05,-0.256167794,0.107,0.241,0.334719798,9,C21orf91
NOL7.4,1.85E-05,-0.258238868,0.444,0.611,0.340487984,9,NOL7
DHRS7.4,1.87E-05,-0.297732324,0.264,0.415,0.3449745,9,DHRS7
METTL8.5,1.93E-05,-0.271128419,0.146,0.286,0.355738552,9,METTL8
CYBB.8,1.99E-05,-0.449278362,0.039,0.153,0.366478444,9,CYBB
RAB2A.6,2.06E-05,0.301389181,0.787,0.704,0.37926263,9,RAB2A
TPM1.4,2.06E-05,-0.5240292,0.174,0.311,0.379683138,9,TPM1
ACOT13.1,2.08E-05,-0.27487571,0.219,0.369,0.382881658,9,ACOT13
SYAP1.1,2.08E-05,0.31363902,0.607,0.461,0.383734129,9,SYAP1
PLA2G7.8,2.12E-05,-0.27319583,0.006,0.103,0.389890308,9,PLA2G7
IGFBP4.8,2.12E-05,-0.335007861,0.017,0.121,0.391307071,9,IGFBP4
SRSF10.4,2.14E-05,-0.29162306,0.27,0.417,0.394683966,9,SRSF10
G3BP1.1,2.16E-05,-0.257849291,0.174,0.315,0.398462862,9,G3BP1
VSIG4.9,2.19E-05,-0.462407065,0.039,0.153,0.402511921,9,VSIG4
UQCR11.2,2.20E-05,-0.275871727,0.478,0.617,0.404864637,9,UQCR11
AC093159.1.3,2.29E-05,-0.252481426,0.006,0.102,0.422715258,9,AC093159.1
SP100.3,2.43E-05,-0.260494842,0.163,0.309,0.4476793,9,SP100
TNFRSF1B.9,2.52E-05,-0.302332892,0.062,0.184,0.464737592,9,TNFRSF1B
IFI35.4,2.52E-05,-0.265935194,0.258,0.416,0.464826483,9,IFI35
AC020656.1.8,2.53E-05,-0.452094146,0.017,0.119,0.466367717,9,AC020656.1
RNPS1.3,2.74E-05,-0.263345717,0.219,0.367,0.504424509,9,RNPS1
SERPINA1.8,2.91E-05,-0.353990515,0.051,0.167,0.536803382,9,SERPINA1
SMC4.7,2.93E-05,-0.347189915,0.174,0.308,0.540289135,9,SMC4
XPC,3.01E-05,-0.254379972,0.135,0.273,0.554905082,9,XPC
RSRC2.4,3.33E-05,0.406195939,0.787,0.665,0.614326924,9,RSRC2
DUSP23.2,3.44E-05,-0.298367758,0.264,0.402,0.633554062,9,DUSP23
MS4A4A.9,3.49E-05,-0.359124096,0.039,0.151,0.642473239,9,MS4A4A
TPX2.7,3.60E-05,-0.38683817,0.067,0.186,0.663930291,9,TPX2
HIST1H1D.3,3.74E-05,-0.29313531,0.028,0.134,0.689331748,9,HIST1H1D
PHPT1.1,4.00E-05,-0.255788818,0.146,0.283,0.737308898,9,PHPT1
SEPHS2.4,4.07E-05,0.264653982,0.478,0.345,0.750584718,9,SEPHS2
YWHAB.4,4.20E-05,-0.285149339,0.798,0.856,0.773118481,9,YWHAB
ZC3H13.1,4.26E-05,-0.252884973,0.337,0.498,0.785009803,9,ZC3H13
GUSB.6,4.28E-05,-0.293472585,0.236,0.377,0.787579506,9,GUSB
ENG.7,4.30E-05,-0.253448076,0.017,0.116,0.791893134,9,ENG
DUSP1.7,4.35E-05,-0.749407177,0.478,0.575,0.800666016,9,DUSP1
KCTD12.4,4.36E-05,-0.309548433,0.112,0.237,0.802877708,9,KCTD12
FYB1.9,4.50E-05,-0.453574338,0.107,0.23,0.829394538,9,FYB1
RPL18.7,4.73E-05,-0.285880441,0.972,0.966,0.870434806,9,RPL18
BRIX1.7,4.75E-05,-0.307574047,0.275,0.408,0.875678849,9,BRIX1
ATP5F1A.6,5.02E-05,-0.310653122,0.421,0.564,0.923938505,9,ATP5F1A
ATAD2.6,5.04E-05,-0.275928135,0.056,0.168,0.929100828,9,ATAD2
NFKBIA.6,5.13E-05,0.360034676,0.888,0.83,0.945580612,9,NFKBIA
CNOT2.2,5.21E-05,0.253959005,0.365,0.246,0.960443797,9,CNOT2
SRSF7.3,5.23E-05,-0.295501077,0.303,0.438,0.963027528,9,SRSF7
AL078590.2.6,5.38E-05,-0.285062069,0.084,0.202,0.991054404,9,AL078590.2
DHRS4L2.6,5.42E-05,-0.254491735,0.146,0.281,0.998365702,9,DHRS4L2
PLAUR.8,5.64E-05,-0.38679794,0.084,0.209,1,9,PLAUR
VAPA.4,5.69E-05,0.255568681,0.652,0.512,1,9,VAPA
TRMT112.6,5.71E-05,-0.289763486,0.545,0.659,1,9,TRMT112
IFT57.7,6.12E-05,-0.404168704,0.264,0.403,1,9,IFT57
GBP2.6,6.19E-05,-0.328105973,0.219,0.362,1,9,GBP2
CCL2.9,6.23E-05,-0.563952263,0.028,0.128,1,9,CCL2
COX6A1.7,6.28E-05,-0.320526411,0.669,0.734,1,9,COX6A1
PSPH.6,6.54E-05,-0.251578986,0.107,0.233,1,9,PSPH
RUSC1.1,6.58E-05,0.251175015,0.264,0.158,1,9,RUSC1
FEZ2.6,6.79E-05,0.461384105,0.601,0.501,1,9,FEZ2
SELENOK.2,6.82E-05,-0.307196304,0.5,0.629,1,9,SELENOK
FGL2.7,7.00E-05,-0.252844898,0.022,0.12,1,9,FGL2
EIF5,7.86E-05,0.362532066,0.77,0.684,1,9,EIF5
ENSA.5,7.96E-05,-0.284150373,0.376,0.504,1,9,ENSA
ARF1.1,8.37E-05,0.287626748,0.646,0.523,1,9,ARF1
CANX.3,9.06E-05,-0.266085522,0.388,0.526,1,9,CANX
KRTAP19-1.4,9.31E-05,-0.277962365,0.017,0.108,1,9,KRTAP19-1
TSTD1.8,9.46E-05,-0.320759613,0.36,0.481,1,9,TSTD1
HLA-B.7,9.54E-05,-0.755910309,0.556,0.62,1,9,HLA-B
DNAJC19.6,0.0001052,-0.277067875,0.264,0.394,1,9,DNAJC19
VPS29.1,0.000108415,-0.250837302,0.354,0.486,1,9,VPS29
COTL1.9,0.000110194,-0.273632749,0.067,0.176,1,9,COTL1
ZFR.1,0.000113407,-0.254482248,0.382,0.521,1,9,ZFR
FN1.8,0.000118103,-0.51674642,0.028,0.123,1,9,FN1
RBPJ.5,0.000122543,-0.311752623,0.494,0.612,1,9,RBPJ
FCGR1A.8,0.000125663,-0.32821853,0.051,0.157,1,9,FCGR1A
LAP3.8,0.00012733,-0.338818999,0.303,0.425,1,9,LAP3
C5AR1.8,0.000135547,-0.343136195,0.062,0.168,1,9,C5AR1
LIM2.6,0.000137692,-0.325767051,0.129,0.248,1,9,LIM2
RAB14.5,0.000148364,0.261283081,0.64,0.531,1,9,RAB14
PSMB4.6,0.000156434,-0.267136282,0.551,0.649,1,9,PSMB4
TSC22D3.4,0.000159079,0.307058668,0.292,0.186,1,9,TSC22D3
CXCL1.9,0.000159289,-0.518656544,0.022,0.111,1,9,CXCL1
SELENOS.5,0.000163723,0.266343957,0.758,0.676,1,9,SELENOS
BASP1.7,0.000164455,-0.265376128,0.056,0.158,1,9,BASP1
YDJC.6,0.000170453,-0.267383356,0.247,0.375,1,9,YDJC
SAMHD1.8,0.000179734,-0.310852748,0.09,0.197,1,9,SAMHD1
CXCL9.8,0.000198663,-0.986859208,0.022,0.109,1,9,CXCL9
PDIA4,0.000200607,-0.269657248,0.275,0.399,1,9,PDIA4
RAC1.3,0.000225292,0.39033466,0.921,0.926,1,9,RAC1
SIVA1.5,0.000246705,-0.250049662,0.298,0.423,1,9,SIVA1
C1R.8,0.00025827,-0.467104595,0.022,0.108,1,9,C1R
MNDA.8,0.000265417,-0.553243355,0.09,0.194,1,9,MNDA
FXYD5.9,0.000269159,-0.250504906,0.135,0.254,1,9,FXYD5
JPT1.4,0.000271464,0.367535762,0.764,0.644,1,9,JPT1
SRSF5.3,0.000292488,0.287200077,0.494,0.389,1,9,SRSF5
PSMB6.8,0.000309322,-0.368744678,0.803,0.806,1,9,PSMB6
ARL4D.5,0.000335446,-0.256315135,0.118,0.229,1,9,ARL4D
ZCCHC17,0.000356005,0.310165394,0.331,0.239,1,9,ZCCHC17
PECAM1.8,0.000358253,-0.306480148,0.039,0.129,1,9,PECAM1
IL1B.8,0.000359425,-1.183498579,0.079,0.175,1,9,IL1B
H2AFV.3,0.000367239,-0.253348854,0.264,0.383,1,9,H2AFV
KMT2E.4,0.000391888,0.258234285,0.64,0.537,1,9,KMT2E
DDX1.5,0.000403155,-0.280345663,0.421,0.523,1,9,DDX1
IL32.6,0.000413022,-0.326854485,0.056,0.151,1,9,IL32
SEC11C.3,0.000439477,-0.315777079,0.427,0.533,1,9,SEC11C
FAM162A.5,0.000456394,-0.367438557,0.32,0.425,1,9,FAM162A
CALD1.8,0.000464426,-0.975531814,0.067,0.164,1,9,CALD1
DUSP6.8,0.000512275,-0.324670492,0.118,0.221,1,9,DUSP6
NACA.8,0.000525322,-0.278664519,0.893,0.889,1,9,NACA
S100A2.8,0.000530119,-0.48509672,0.112,0.219,1,9,S100A2
CDC42.5,0.000567506,-0.277154563,0.64,0.711,1,9,CDC42
ARID5B.6,0.000576974,0.392323622,0.472,0.363,1,9,ARID5B
AFG3L2.7,0.000597118,-0.26326907,0.472,0.601,1,9,AFG3L2
CCL5.8,0.000617863,-1.435422014,0.146,0.246,1,9,CCL5
RNF168.5,0.000672382,-0.258807051,0.303,0.417,1,9,RNF168
LGMN.9,0.000710507,-0.432591842,0.112,0.209,1,9,LGMN
SFSWAP.2,0.000715904,0.265487867,0.466,0.369,1,9,SFSWAP
IMPACT.7,0.000716987,-0.329443391,0.427,0.517,1,9,IMPACT
KDSR.3,0.000737347,0.258264292,0.438,0.346,1,9,KDSR
ARL4C.8,0.000765702,-0.297433898,0.135,0.243,1,9,ARL4C
XAF1.7,0.000775714,-0.362768558,0.169,0.274,1,9,XAF1
EFNA1.7,0.000809988,-0.257938772,0.27,0.391,1,9,EFNA1
THSD7A.7,0.000869743,-0.298381902,0.236,0.344,1,9,THSD7A
EIF4A3.1,0.000943902,-0.251101423,0.449,0.562,1,9,EIF4A3
SNX6.4,0.001017191,0.316731317,0.809,0.725,1,9,SNX6
GCLC.7,0.001029087,-0.32164655,0.287,0.39,1,9,GCLC
BNIP3L.4,0.001268145,0.264014994,0.399,0.298,1,9,BNIP3L
ALOX5AP.8,0.001428481,-0.302332892,0.056,0.138,1,9,ALOX5AP
TNFAIP3.8,0.001454217,-0.308603125,0.101,0.193,1,9,TNFAIP3
MESD.1,0.001469551,0.329836539,0.691,0.636,1,9,MESD
IGFBP7.7,0.001628917,-1.437246774,0.079,0.163,1,9,IGFBP7
ATF3.5,0.001759094,-0.410180456,0.41,0.513,1,9,ATF3
CCT4.7,0.001770542,-0.39748124,0.663,0.659,1,9,CCT4
DNAJA1.6,0.001877772,0.277984066,0.888,0.836,1,9,DNAJA1
CCND1.7,0.002088217,-0.259725763,0.062,0.145,1,9,CCND1
MDH1.7,0.002254459,-0.367666304,0.567,0.585,1,9,MDH1
PNRC1.7,0.002266096,-0.425181644,0.646,0.692,1,9,PNRC1
IER3.7,0.00231457,-0.561998946,0.59,0.66,1,9,IER3
OLFML3.8,0.002367615,-0.311389317,0.039,0.109,1,9,OLFML3
SSR4.3,0.002443163,-0.473026067,0.691,0.775,1,9,SSR4
GLUL.9,0.002467777,-0.305929572,0.264,0.357,1,9,GLUL
CD9.8,0.002510501,-0.266407437,0.506,0.584,1,9,CD9
NUP107.2,0.002564461,-0.25574715,0.034,0.102,1,9,NUP107
KIAA1551.2,0.003045258,0.349960474,0.331,0.252,1,9,KIAA1551
ADM.5,0.003101787,0.317790217,0.669,0.604,1,9,ADM
VOPP1,0.00411582,0.306560457,0.309,0.226,1,9,VOPP1
UBL5.1,0.004196656,0.280916731,0.803,0.772,1,9,UBL5
MRPL52.7,0.004459356,-0.297527212,0.64,0.669,1,9,MRPL52
FKBP1A.1,0.004590517,-0.266628056,0.36,0.452,1,9,FKBP1A
BTG1.7,0.004607293,-0.43571534,0.629,0.703,1,9,BTG1
TYMP.8,0.005079495,-0.408152479,0.27,0.351,1,9,TYMP
RAP1B.4,0.005324634,-0.358479786,0.157,0.244,1,9,RAP1B
SPARC.8,0.005444183,-1.090723227,0.056,0.122,1,9,SPARC
GSTA1.6,0.005803136,-0.319352366,0.09,0.166,1,9,GSTA1
ID1.8,0.006580192,0.454536372,0.539,0.472,1,9,ID1
MFSD1.8,0.006859732,-0.254774552,0.197,0.274,1,9,MFSD1
ICK.6,0.007888288,-0.277476816,0.303,0.381,1,9,ICK
MARCKS.8,0.009505104,-0.401404067,0.382,0.461,1,9,MARCKS
S100A13.5,0.010115521,0.255921556,0.461,0.391,1,9,S100A13
HLA-C.7,0.011463021,-0.365698372,0.522,0.573,1,9,HLA-C
CTSL.9,0.011633219,-0.506952529,0.146,0.213,1,9,CTSL
BCL2A1.8,0.013430471,-0.522578679,0.146,0.209,1,9,BCL2A1
MDM2.3,0.014149912,-0.461190187,0.112,0.183,1,9,MDM2
CALU.7,0.015724216,-0.250751824,0.298,0.371,1,9,CALU
CAPG.6,0.016611085,-0.320012487,0.298,0.367,1,9,CAPG
CPM.7,0.017016473,-0.343759555,0.062,0.119,1,9,CPM
PTPRE.7,0.017902591,-0.31807805,0.258,0.33,1,9,PTPRE
TXNIP.8,0.01906652,0.296051493,0.472,0.393,1,9,TXNIP
COL1A1.9,0.02232221,-1.213999856,0.062,0.114,1,9,COL1A1
CXCL8.8,0.029419162,-0.578476984,0.129,0.18,1,9,CXCL8
GBP1.7,0.030214125,-0.476829999,0.219,0.282,1,9,GBP1
RAB31.9,0.030352453,-0.330847572,0.213,0.269,1,9,RAB31
IFI6.8,0.030780086,0.436547199,0.567,0.536,1,9,IFI6
CXCL14.6,0.03202712,-0.277623188,0.056,0.105,1,9,CXCL14
IGHG3.2,0.043934516,-4.229959929,0.309,0.377,1,9,IGHG3
PLK1,1.08E-194,1.007171599,0.573,0.026,1.98E-190,10,PLK1
KIF2C.1,2.47E-170,0.936007313,0.629,0.041,4.55E-166,10,KIF2C
DLGAP5,7.76E-170,1.165489679,0.664,0.048,1.43E-165,10,DLGAP5
UBE2C.8,3.97E-165,2.031979575,0.881,0.112,7.31E-161,10,UBE2C
CCNB1.1,9.54E-163,1.206448328,0.727,0.066,1.76E-158,10,CCNB1
TPX2.8,3.30E-159,1.89031364,0.951,0.145,6.07E-155,10,TPX2
CENPF.8,1.52E-146,2.541951601,0.972,0.181,2.80E-142,10,CENPF
TTK.6,3.05E-144,1.441416285,0.853,0.118,5.62E-140,10,TTK
NUSAP1.9,4.94E-142,2.02570379,0.951,0.17,9.10E-138,10,NUSAP1
TOP2A.10,1.81E-139,2.777600211,0.979,0.201,3.33E-135,10,TOP2A
GTSE1,2.07E-137,0.8659367,0.566,0.043,3.82E-133,10,GTSE1
MKI67.7,2.14E-137,1.487124628,0.79,0.1,3.93E-133,10,MKI67
CDC20.1,7.33E-137,1.224849082,0.727,0.083,1.35E-132,10,CDC20
ASPM.1,2.09E-133,1.223311016,0.685,0.073,3.85E-129,10,ASPM
BIRC5.8,5.00E-127,1.487407415,0.895,0.153,9.20E-123,10,BIRC5
ARHGEF39,4.24E-125,0.762177746,0.51,0.038,7.81E-121,10,ARHGEF39
TACC3.1,6.38E-123,0.991895204,0.671,0.076,1.17E-118,10,TACC3
CDKN3.3,1.51E-118,1.200098037,0.755,0.107,2.79E-114,10,CDKN3
HMMR.1,6.64E-117,0.975575464,0.601,0.061,1.22E-112,10,HMMR
NUF2.7,8.22E-116,1.381741867,0.755,0.113,1.51E-111,10,NUF2
AURKA,5.44E-115,1.084930508,0.608,0.066,1.00E-110,10,AURKA
AURKB.1,1.53E-114,0.77257674,0.51,0.043,2.82E-110,10,AURKB
DEPDC1,1.40E-110,0.705086687,0.455,0.034,2.59E-106,10,DEPDC1
SGO2.1,3.96E-107,1.101433139,0.65,0.085,7.30E-103,10,SGO2
CDCA8.1,4.78E-105,0.826773483,0.566,0.061,8.80E-101,10,CDCA8
PBK.1,1.28E-103,0.86733647,0.657,0.085,2.36E-99,10,PBK
KPNA2.6,6.38E-103,1.604997806,0.888,0.208,1.18E-98,10,KPNA2
CENPE.1,1.12E-99,1.008120497,0.594,0.074,2.06E-95,10,CENPE
CKAP2L,7.60E-99,0.571114854,0.399,0.028,1.40E-94,10,CKAP2L
CEP55.1,1.32E-95,0.897325555,0.545,0.063,2.43E-91,10,CEP55
BUB1B,6.30E-95,0.590774877,0.448,0.039,1.16E-90,10,BUB1B
SGO1,3.98E-92,0.775733214,0.524,0.059,7.33E-88,10,SGO1
CKS2.8,5.28E-92,1.579456198,0.916,0.251,9.72E-88,10,CKS2
CCNB2.1,1.52E-90,0.776953858,0.524,0.061,2.79E-86,10,CCNB2
PRR11.1,1.92E-89,0.88047096,0.629,0.093,3.54E-85,10,PRR11
RACGAP1,4.60E-89,0.655680998,0.538,0.065,8.46E-85,10,RACGAP1
CCNA2.1,1.12E-88,0.704483447,0.476,0.05,2.07E-84,10,CCNA2
KIF14,2.82E-87,0.614978231,0.385,0.031,5.20E-83,10,KIF14
HJURP,6.68E-85,0.526676466,0.364,0.028,1.23E-80,10,HJURP
HMGB2.8,1.08E-84,1.455622119,0.944,0.295,1.99E-80,10,HMGB2
NEK2,4.55E-84,0.494940231,0.315,0.02,8.39E-80,10,NEK2
CKAP2.6,2.75E-83,1.604765837,0.874,0.279,5.06E-79,10,CKAP2
CKS1B.6,1.30E-82,1.115015096,0.748,0.156,2.39E-78,10,CKS1B
CENPA,5.84E-81,0.328826525,0.252,0.012,1.08E-76,10,CENPA
SPC25.1,1.27E-80,0.69870037,0.462,0.052,2.35E-76,10,SPC25
NCAPG.1,4.38E-80,0.65310191,0.448,0.049,8.07E-76,10,NCAPG
KIF20B,3.12E-76,0.833333487,0.594,0.095,5.74E-72,10,KIF20B
KIF11,4.98E-76,0.519337158,0.392,0.038,9.18E-72,10,KIF11
CDK1.1,4.42E-72,0.631437017,0.434,0.051,8.15E-68,10,CDK1
KIF4A.1,1.09E-70,0.653123265,0.469,0.062,2.01E-66,10,KIF4A
KIF18A,4.76E-69,0.509989618,0.308,0.025,8.77E-65,10,KIF18A
SMC4.8,7.35E-68,1.094745875,0.888,0.274,1.35E-63,10,SMC4
TUBB4B.4,1.20E-67,1.275900868,0.979,0.456,2.21E-63,10,TUBB4B
KIF23,2.73E-66,0.461292397,0.315,0.028,5.02E-62,10,KIF23
UBE2T.1,6.38E-64,0.701646417,0.497,0.079,1.18E-59,10,UBE2T
CDCA3,4.30E-63,0.329522739,0.245,0.016,7.93E-59,10,CDCA3
TUBA1B.9,2.56E-62,1.517062692,0.993,0.672,4.71E-58,10,TUBA1B
SKA1,4.79E-62,0.391969144,0.287,0.024,8.83E-58,10,SKA1
UBE2S.3,1.32E-61,1.053527687,0.699,0.185,2.43E-57,10,UBE2S
BUB1,1.72E-61,0.442575925,0.322,0.032,3.18E-57,10,BUB1
PTTG1.6,2.65E-60,1.254928331,0.923,0.353,4.89E-56,10,PTTG1
ECT2.1,8.91E-60,0.655239474,0.497,0.084,1.64E-55,10,ECT2
TUBA1C.3,2.20E-59,1.425382622,0.972,0.519,4.05E-55,10,TUBA1C
KNL1.1,4.16E-59,0.569897407,0.378,0.047,7.67E-55,10,KNL1
STMN1.9,7.24E-56,1.238164319,0.951,0.436,1.33E-51,10,STMN1
NDC80,7.56E-55,0.485991444,0.343,0.042,1.39E-50,10,NDC80
TUBB.8,1.04E-52,1.339049693,0.951,0.571,1.92E-48,10,TUBB
ARHGAP11A,1.11E-52,0.305226629,0.231,0.018,2.05E-48,10,ARHGAP11A
CENPW.1,1.05E-51,0.668448844,0.587,0.131,1.94E-47,10,CENPW
NCAPD2,6.42E-50,0.537288111,0.399,0.063,1.18E-45,10,NCAPD2
PIMREG,3.66E-49,0.274153675,0.21,0.016,6.75E-45,10,PIMREG
ARL6IP1.3,3.69E-48,1.307468575,0.839,0.391,6.80E-44,10,ARL6IP1
HMGB1.9,4.80E-48,1.053830225,1,0.919,8.83E-44,10,HMGB1
H2AFZ.8,4.99E-48,1.187005711,0.965,0.622,9.19E-44,10,H2AFZ
MELK.1,3.64E-47,0.475301754,0.392,0.063,6.70E-43,10,MELK
ANLN,7.83E-47,0.3795626,0.273,0.03,1.44E-42,10,ANLN
SNRPD1.7,2.38E-45,1.293250855,0.979,0.701,4.38E-41,10,SNRPD1
HIST1H2BH.2,1.30E-44,0.801036891,0.51,0.118,2.39E-40,10,HIST1H2BH
RAD21.5,1.42E-44,1.165532675,0.979,0.655,2.61E-40,10,RAD21
INCENP,2.08E-44,0.386577281,0.287,0.036,3.84E-40,10,INCENP
NUCKS1.7,7.87E-43,1.05531964,0.993,0.831,1.45E-38,10,NUCKS1
NCAPH,1.84E-42,0.38471075,0.301,0.041,3.39E-38,10,NCAPH
HMGB3.8,1.05E-41,0.956180116,0.937,0.45,1.93E-37,10,HMGB3
TMEM14A.8,1.45E-41,1.10074277,0.972,0.498,2.67E-37,10,TMEM14A
FOXM1,7.78E-41,0.362770704,0.273,0.035,1.43E-36,10,FOXM1
MAD2L1.1,1.20E-40,0.56485659,0.406,0.08,2.21E-36,10,MAD2L1
JPT1.5,4.42E-40,1.108680747,0.951,0.637,8.15E-36,10,JPT1
KIFC1,4.39E-38,0.260994733,0.203,0.02,8.09E-34,10,KIFC1
DBF4,6.24E-38,0.514014674,0.483,0.117,1.15E-33,10,DBF4
ANP32E.5,8.14E-38,0.769511413,0.79,0.318,1.50E-33,10,ANP32E
KRT8.7,1.01E-37,1.046959726,0.923,0.482,1.85E-33,10,KRT8
CKAP5.2,3.82E-37,0.781863363,0.622,0.211,7.03E-33,10,CKAP5
KNSTRN,8.18E-37,0.351237056,0.273,0.039,1.51E-32,10,KNSTRN
CDCA2,2.07E-36,0.312544404,0.224,0.026,3.81E-32,10,CDCA2
G2E3,2.54E-36,0.743105047,0.531,0.154,4.68E-32,10,G2E3
MIS18BP1.2,2.45E-35,0.709040219,0.657,0.234,4.52E-31,10,MIS18BP1
